job,major,subject_category,subject_details
캐릭터디자이너,시각디자인과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
컬러리스트,시각디자인과,공통과목,"미술, 윤리"
컬러리스트,시각디자인과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
컬러리스트,시각디자인과,진로선택과목,"미술 창작, 미술 감상과 비평"
컬러리스트,시각디자인과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
컬러리스트,시각디자인과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
특수효과기술자,시각디자인과,공통과목,"미술, 윤리"
특수효과기술자,시각디자인과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
특수효과기술자,시각디자인과,진로선택과목,"미술 창작, 미술 감상과 비평"
특수효과기술자,시각디자인과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
특수효과기술자,시각디자인과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
패션디자이너,시각디자인과,공통과목,"미술, 윤리"
패션디자이너,시각디자인과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
패션디자이너,시각디자인과,진로선택과목,"미술 창작, 미술 감상과 비평"
패션디자이너,시각디자인과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
패션디자이너,시각디자인과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
학예사(큐레이터),시각디자인과,공통과목,"미술, 윤리"
학예사(큐레이터),시각디자인과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
학예사(큐레이터),시각디자인과,진로선택과목,"미술 창작, 미술 감상과 비평"
학예사(큐레이터),시각디자인과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
학예사(큐레이터),시각디자인과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
광고디자이너,시각디자인학과,공통과목,"미술, 윤리"
광고디자이너,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
광고디자이너,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
광고디자이너,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
광고디자이너,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
귀금속 및 보석세공원,시각디자인학과,공통과목,"미술, 윤리"
귀금속 및 보석세공원,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
귀금속 및 보석세공원,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
귀금속 및 보석세공원,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
귀금속 및 보석세공원,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
북디자이너,시각디자인학과,공통과목,"미술, 윤리"
북디자이너,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
북디자이너,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
북디자이너,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
북디자이너,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
시각디자이너,시각디자인학과,공통과목,"미술, 윤리"
시각디자이너,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
시각디자이너,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
시각디자이너,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
시각디자이너,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
웹디자이너,시각디자인학과,공통과목,"미술, 윤리"
웹디자이너,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
웹디자이너,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
웹디자이너,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
웹디자이너,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
웹프로듀서,시각디자인학과,공통과목,"미술, 윤리"
웹프로듀서,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
웹프로듀서,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
웹프로듀서,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
웹프로듀서,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
인테리어디자이너,시각디자인학과,공통과목,"미술, 윤리"
인테리어디자이너,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
인테리어디자이너,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
인테리어디자이너,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
인테리어디자이너,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
일러스트레이터,시각디자인학과,공통과목,"미술, 윤리"
일러스트레이터,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
일러스트레이터,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
일러스트레이터,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
일러스트레이터,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
제품디자이너,시각디자인학과,공통과목,"미술, 윤리"
제품디자이너,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
제품디자이너,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
제품디자이너,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
제품디자이너,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
컬러리스트,시각디자인학과,공통과목,"미술, 윤리"
컬러리스트,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
컬러리스트,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
컬러리스트,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
컬러리스트,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
특수효과기술자,시각디자인학과,공통과목,"미술, 윤리"
특수효과기술자,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
특수효과기술자,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
특수효과기술자,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
특수효과기술자,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
패션디자이너,시각디자인학과,공통과목,"미술, 윤리"
패션디자이너,시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
패션디자이너,시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
패션디자이너,시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
패션디자이너,시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
학예사(큐레이터),시각디자인학과,공통과목,"미술, 윤리"
학예사(큐레이터),시각디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
학예사(큐레이터),시각디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
학예사(큐레이터),시각디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
학예사(큐레이터),시각디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
교도관,사회복지과,공통과목,"사회, 생활ㆍ교양"
교도관,사회복지과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
교도관,사회복지과,진로선택과목,사회문제 탐구
교도관,사회복지과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
교도관,사회복지과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
사회복지사,사회복지과,공통과목,"사회, 생활ㆍ교양"
사회복지사,사회복지과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
사회복지사,사회복지과,진로선택과목,사회문제 탐구
사회복지사,사회복지과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
사회복지사,사회복지과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
상담전문가,사회복지과,공통과목,"사회, 생활ㆍ교양"
상담전문가,사회복지과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
상담전문가,사회복지과,진로선택과목,사회문제 탐구
상담전문가,사회복지과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
상담전문가,사회복지과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
교도관,사회복지상담과,공통과목,"사회, 생활ㆍ교양"
교도관,사회복지상담과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
교도관,사회복지상담과,진로선택과목,사회문제 탐구
교도관,사회복지상담과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
교도관,사회복지상담과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
사회복지사,사회복지상담과,공통과목,"사회, 생활ㆍ교양"
사회복지사,사회복지상담과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
사회복지사,사회복지상담과,진로선택과목,사회문제 탐구
사회복지사,사회복지상담과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
사회복지사,사회복지상담과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
상담전문가,사회복지상담과,공통과목,"사회, 생활ㆍ교양"
상담전문가,사회복지상담과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
상담전문가,사회복지상담과,진로선택과목,사회문제 탐구
상담전문가,사회복지상담과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
상담전문가,사회복지상담과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
직업상담 및 취업알선원,사회복지상담과,공통과목,"사회, 생활ㆍ교양"
직업상담 및 취업알선원,사회복지상담과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
직업상담 및 취업알선원,사회복지상담과,진로선택과목,사회문제 탐구
직업상담 및 취업알선원,사회복지상담과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
직업상담 및 취업알선원,사회복지상담과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
교도관,사회복지학과,공통과목,"사회, 생활ㆍ교양"
교도관,사회복지학과,일반선택과목,"사회교과 : 한국지리, 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건"
교도관,사회복지학과,진로선택과목,사회문제 탐구
교도관,사회복지학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
교도관,사회복지학과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
사회복지사,사회복지학과,공통과목,"사회, 생활ㆍ교양"
사회복지사,사회복지학과,일반선택과목,"사회교과 : 한국지리, 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건"
사회복지사,사회복지학과,진로선택과목,사회문제 탐구
사회복지사,사회복지학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
사회복지사,사회복지학과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
상담전문가,사회복지학과,공통과목,"사회, 생활ㆍ교양"
상담전문가,사회복지학과,일반선택과목,"사회교과 : 한국지리, 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건"
상담전문가,사회복지학과,진로선택과목,사회문제 탐구
상담전문가,사회복지학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
상담전문가,사회복지학과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
일반공무원,사회복지학과,공통과목,"사회, 생활ㆍ교양"
일반공무원,사회복지학과,일반선택과목,"사회교과 : 한국지리, 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건"
일반공무원,사회복지학과,진로선택과목,사회문제 탐구
일반공무원,사회복지학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
일반공무원,사회복지학과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
직업상담 및 취업알선원,사회복지학과,공통과목,"사회, 생활ㆍ교양"
직업상담 및 취업알선원,사회복지학과,일반선택과목,"사회교과 : 한국지리, 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건"
직업상담 및 취업알선원,사회복지학과,진로선택과목,사회문제 탐구
직업상담 및 취업알선원,사회복지학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
직업상담 및 취업알선원,사회복지학과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
교육학연구원,교육공학과,공통과목,"국어, 영어, 기술ㆍ가정 "
교육학연구원,교육공학과,일반선택과목,"교양교과 : 심리학, 교육학"
교육학연구원,교육공학과,진로선택과목,공학 일반
교육학연구원,교육공학과,전문교과Ⅰ,"영상 제작의 이해, 사진 영상 편집"
교육학연구원,교육공학과,전문교과Ⅱ,"정보통신 교과의 방송 제작 시스템 운영, 응용 프로그래밍 개발, 인쇄ㆍ출판ㆍ공예 교과의 디지털 이미지 재현 "
사이버교육운영자,교육공학과,공통과목,"국어, 영어, 기술ㆍ가정 "
사이버교육운영자,교육공학과,일반선택과목,"교양교과 : 심리학, 교육학"
사이버교육운영자,교육공학과,진로선택과목,공학 일반
사이버교육운영자,교육공학과,전문교과Ⅰ,"영상 제작의 이해, 사진 영상 편집"
사이버교육운영자,교육공학과,전문교과Ⅱ,"정보통신 교과의 방송 제작 시스템 운영, 응용 프로그래밍 개발, 인쇄ㆍ출판ㆍ공예 교과의 디지털 이미지 재현 "
장학사,교육공학과,공통과목,"국어, 영어, 기술ㆍ가정 "
장학사,교육공학과,일반선택과목,"교양교과 : 심리학, 교육학"
장학사,교육공학과,진로선택과목,공학 일반
장학사,교육공학과,전문교과Ⅰ,"영상 제작의 이해, 사진 영상 편집"
장학사,교육공학과,전문교과Ⅱ,"정보통신 교과의 방송 제작 시스템 운영, 응용 프로그래밍 개발, 인쇄ㆍ출판ㆍ공예 교과의 디지털 이미지 재현 "
교장,과학교육과,공통과목,"영어, 과학, 윤리"
교장,과학교육과,일반선택과목,"과학교과 : 물리학Ⅰ, 생명과학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
교장,과학교육과,진로선택과목,"실용수학, 기하, 물리학Ⅱ, 생명과학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 융합과학, 생활과 과학"
교장,과학교육과,전문교과Ⅰ,"고급 물리학, 물리학 실험, 고급 생명과학, 생명과학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구"
장학사,과학교육과,공통과목,"영어, 과학, 윤리"
장학사,과학교육과,일반선택과목,"과학교과 : 물리학Ⅰ, 생명과학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
장학사,과학교육과,진로선택과목,"실용수학, 기하, 물리학Ⅱ, 생명과학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 융합과학, 생활과 과학"
장학사,과학교육과,전문교과Ⅰ,"고급 물리학, 물리학 실험, 고급 생명과학, 생명과학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구"
교장,국어교육과,공통과목,"국어, 사회, 윤리"
교장,국어교육과,일반선택과목,"국어교과 : 화법과 작문, 독서, 언어와 매체, 문학, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
교장,국어교육과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 고전과 윤리"
교장,국어교육과,전문교과Ⅰ,"현대 세계의 변화, 사회 탐구 방법 또는 사회과제 연구"
교장,국어교육과,전문교과Ⅱ,복지 서비스의 기초
독서지도사,국어교육과,공통과목,"국어, 사회, 윤리"
독서지도사,국어교육과,일반선택과목,"국어교과 : 화법과 작문, 독서, 언어와 매체, 문학, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
독서지도사,국어교육과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 고전과 윤리"
독서지도사,국어교육과,전문교과Ⅰ,"현대 세계의 변화, 사회 탐구 방법 또는 사회과제 연구"
독서지도사,국어교육과,전문교과Ⅱ,복지 서비스의 기초
인문계중등학교교사,국어교육과,공통과목,"국어, 사회, 윤리"
인문계중등학교교사,국어교육과,일반선택과목,"국어교과 : 화법과 작문, 독서, 언어와 매체, 문학, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
인문계중등학교교사,국어교육과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 고전과 윤리"
인문계중등학교교사,국어교육과,전문교과Ⅰ,"현대 세계의 변화, 사회 탐구 방법 또는 사회과제 연구"
인문계중등학교교사,국어교육과,전문교과Ⅱ,복지 서비스의 기초
장학사,국어교육과,공통과목,"국어, 사회, 윤리"
장학사,국어교육과,일반선택과목,"국어교과 : 화법과 작문, 독서, 언어와 매체, 문학, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
장학사,국어교육과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 고전과 윤리"
장학사,국어교육과,전문교과Ⅰ,"현대 세계의 변화, 사회 탐구 방법 또는 사회과제 연구"
장학사,국어교육과,전문교과Ⅱ,복지 서비스의 기초
교장,독일어교육과,공통과목,"제2외국어, 사회, 예술"
교장,독일어교육과,일반선택과목,"외국어교과 : 독일어, 프랑스어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 교양교과 : 교육학, 심리학, 철학 "
교장,독일어교육과,진로선택과목,"독일어Ⅱ, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
교장,독일어교육과,전문교과Ⅰ,"전공 기초 독일어, 독일어 회화, 독일어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해, 사회과제 연구"
장학사,독일어교육과,공통과목,"제2외국어, 사회, 예술"
장학사,독일어교육과,일반선택과목,"외국어교과 : 독일어, 프랑스어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 교양교과 : 교육학, 심리학, 철학 "
장학사,독일어교육과,진로선택과목,"독일어Ⅱ, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
장학사,독일어교육과,전문교과Ⅰ,"전공 기초 독일어, 독일어 회화, 독일어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해, 사회과제 연구"
교장,물리교육과,공통과목,"영어, 수학, 과학, 윤리"
교장,물리교육과,일반선택과목,"과학교과 : 물리학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
교장,물리교육과,진로선택과목,"실용수학, 기하, 물리학Ⅱ, 융합과학"
교장,물리교육과,전문교과Ⅰ,"심화 수학Ⅰ, 심화 수학Ⅱ, 고급 수학Ⅰ, 고급 수학Ⅱ, 고급 물리학, 물리학 실험, 과학과제 연구"
자연계중등학교교사,물리교육과,공통과목,"영어, 수학, 과학, 윤리"
자연계중등학교교사,물리교육과,일반선택과목,"과학교과 : 물리학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
자연계중등학교교사,물리교육과,진로선택과목,"실용수학, 기하, 물리학Ⅱ, 융합과학"
자연계중등학교교사,물리교육과,전문교과Ⅰ,"심화 수학Ⅰ, 심화 수학Ⅱ, 고급 수학Ⅰ, 고급 수학Ⅱ, 고급 물리학, 물리학 실험, 과학과제 연구"
장학사,물리교육과,공통과목,"영어, 수학, 과학, 윤리"
장학사,물리교육과,일반선택과목,"과학교과 : 물리학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
장학사,물리교육과,진로선택과목,"실용수학, 기하, 물리학Ⅱ, 융합과학"
장학사,물리교육과,전문교과Ⅰ,"심화 수학Ⅰ, 심화 수학Ⅱ, 고급 수학Ⅰ, 고급 수학Ⅱ, 고급 물리학, 물리학 실험, 과학과제 연구"
교장,미술교육과,공통과목,"미술, 윤리"
교장,미술교육과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
교장,미술교육과,진로선택과목,"미술 창작, 미술 감상과 비평"
교장,미술교육과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
교장,미술교육과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색체 관리"
인문계중등학교교사,미술교육과,공통과목,"미술, 윤리"
인문계중등학교교사,미술교육과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
인문계중등학교교사,미술교육과,진로선택과목,"미술 창작, 미술 감상과 비평"
인문계중등학교교사,미술교육과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
인문계중등학교교사,미술교육과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색체 관리"
장학사,미술교육과,공통과목,"미술, 윤리"
장학사,미술교육과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
장학사,미술교육과,진로선택과목,"미술 창작, 미술 감상과 비평"
장학사,미술교육과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
장학사,미술교육과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색체 관리"
학원강사,미술교육과,공통과목,"미술, 윤리"
학원강사,미술교육과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
학원강사,미술교육과,진로선택과목,"미술 창작, 미술 감상과 비평"
학원강사,미술교육과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
학원강사,미술교육과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색체 관리"
교장,불어교육과,공통과목,"제2외국어, 사회, 예술"
교장,불어교육과,일반선택과목,"외국어교과 : 프랑스어, 독일어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리, 교양교과 : 교육학, 심리학, 철학 "
교장,불어교육과,진로선택과목,"프랑스어Ⅱ, 독일어Ⅱ, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
교장,불어교육과,전문교과Ⅰ,"전공 기초 프랑스어, 프랑스어 회화, 프랑스어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해, 사회과제 연구"
장학사,불어교육과,공통과목,"제2외국어, 사회, 예술"
장학사,불어교육과,일반선택과목,"외국어교과 : 프랑스어, 독일어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리, 교양교과 : 교육학, 심리학, 철학 "
장학사,불어교육과,진로선택과목,"프랑스어Ⅱ, 독일어Ⅱ, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
장학사,불어교육과,전문교과Ⅰ,"전공 기초 프랑스어, 프랑스어 회화, 프랑스어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해, 사회과제 연구"
교장,생물교육과,공통과목,"영어, 과학, 윤리"
교장,생물교육과,일반선택과목,"과학교과 : 생명과학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
교장,생물교육과,진로선택과목,"생명과학Ⅱ, 융합과학, 생활과 과학"
교장,생물교육과,전문교과Ⅰ,"고급 생명과학, 생명과학 실험, 과학과제 연구, 융합과학 탐구, 생태와 환경"
교장,생물교육과,전문교과Ⅱ,인간과 환경
장학사,생물교육과,공통과목,"영어, 과학, 윤리"
