job,major,subject_category,subject_details
회계사무원,회계학과,전문교과Ⅱ,"회계 원리, 세무 일반, 금융 일반, 보험 일반, 예산ㆍ자금, 무역 금융 업무"
개그맨,방송연예과,공통과목,"음악, 윤리"
개그맨,방송연예과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
개그맨,방송연예과,진로선택과목,"음악 연주, 음악 감상과 비평"
개그맨,방송연예과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
개그맨,방송연예과,전문교과Ⅱ,음악 콘텐츠 제작 
모델,방송연예과,공통과목,"음악, 윤리"
모델,방송연예과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
모델,방송연예과,진로선택과목,"음악 연주, 음악 감상과 비평"
모델,방송연예과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
모델,방송연예과,전문교과Ⅱ,음악 콘텐츠 제작 
성우,방송연예과,공통과목,"음악, 윤리"
성우,방송연예과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
성우,방송연예과,진로선택과목,"음악 연주, 음악 감상과 비평"
성우,방송연예과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
성우,방송연예과,전문교과Ⅱ,음악 콘텐츠 제작 
스턴트맨,방송연예과,공통과목,"음악, 윤리"
스턴트맨,방송연예과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
스턴트맨,방송연예과,진로선택과목,"음악 연주, 음악 감상과 비평"
스턴트맨,방송연예과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
스턴트맨,방송연예과,전문교과Ⅱ,음악 콘텐츠 제작 
연기자,방송연예과,공통과목,"음악, 윤리"
연기자,방송연예과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
연기자,방송연예과,진로선택과목,"음악 연주, 음악 감상과 비평"
연기자,방송연예과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
연기자,방송연예과,전문교과Ⅱ,음악 콘텐츠 제작 
연예인매니저,방송연예과,공통과목,"음악, 윤리"
연예인매니저,방송연예과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
연예인매니저,방송연예과,진로선택과목,"음악 연주, 음악 감상과 비평"
연예인매니저,방송연예과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
연예인매니저,방송연예과,전문교과Ⅱ,음악 콘텐츠 제작 
캐스팅디렉터,방송연예과,공통과목,"음악, 윤리"
캐스팅디렉터,방송연예과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
캐스팅디렉터,방송연예과,진로선택과목,"음악 연주, 음악 감상과 비평"
캐스팅디렉터,방송연예과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
캐스팅디렉터,방송연예과,전문교과Ⅱ,음악 콘텐츠 제작 
파티플래너,방송연예과,공통과목,"음악, 윤리"
파티플래너,방송연예과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
파티플래너,방송연예과,진로선택과목,"음악 연주, 음악 감상과 비평"
파티플래너,방송연예과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
파티플래너,방송연예과,전문교과Ⅱ,음악 콘텐츠 제작 
개그맨,연극영화과,공통과목,"음악, 윤리"
개그맨,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
개그맨,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
개그맨,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
개그맨,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
리포터,연극영화과,공통과목,"음악, 윤리"
리포터,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
리포터,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
리포터,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
리포터,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
모델,연극영화과,공통과목,"음악, 윤리"
모델,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
모델,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
모델,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
모델,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
무대감독,연극영화과,공통과목,"음악, 윤리"
무대감독,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
무대감독,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
무대감독,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
무대감독,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
방송연출가,연극영화과,공통과목,"음악, 윤리"
방송연출가,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
방송연출가,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
방송연출가,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
방송연출가,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
성우,연극영화과,공통과목,"음악, 윤리"
성우,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
성우,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
성우,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
성우,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
쇼핑호스트,연극영화과,공통과목,"음악, 윤리"
쇼핑호스트,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
쇼핑호스트,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
쇼핑호스트,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
쇼핑호스트,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
스턴트맨,연극영화과,공통과목,"음악, 윤리"
스턴트맨,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
스턴트맨,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
스턴트맨,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
스턴트맨,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
아나운서,연극영화과,공통과목,"음악, 윤리"
아나운서,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
아나운서,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
아나운서,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
아나운서,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
연극연출가,연극영화과,공통과목,"음악, 윤리"
연극연출가,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
연극연출가,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
연극연출가,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
연극연출가,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
연기자,연극영화과,공통과목,"음악, 윤리"
연기자,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
연기자,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
연기자,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
연기자,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
연예인매니저,연극영화과,공통과목,"음악, 윤리"
연예인매니저,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
연예인매니저,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
연예인매니저,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
연예인매니저,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
영사기사,연극영화과,공통과목,"음악, 윤리"
영사기사,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
영사기사,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
영사기사,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
영사기사,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
영화감독,연극영화과,공통과목,"음악, 윤리"
영화감독,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
영화감독,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
영화감독,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
영화감독,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
영화기획자,연극영화과,공통과목,"음악, 윤리"
영화기획자,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
영화기획자,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
영화기획자,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
영화기획자,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
조명기사,연극영화과,공통과목,"음악, 윤리"
조명기사,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
조명기사,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
조명기사,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
조명기사,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
촬영기사,연극영화과,공통과목,"음악, 윤리"
촬영기사,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
촬영기사,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
촬영기사,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
촬영기사,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
캐스팅디렉터,연극영화과,공통과목,"음악, 윤리"
캐스팅디렉터,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
캐스팅디렉터,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
캐스팅디렉터,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
캐스팅디렉터,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
평론가,연극영화과,공통과목,"음악, 윤리"
평론가,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
평론가,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
평론가,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
평론가,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
행사기획자,연극영화과,공통과목,"음악, 윤리"
행사기획자,연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
행사기획자,연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
행사기획자,연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
행사기획자,연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
개그맨,연극영화학과,공통과목,"음악, 윤리"
개그맨,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
개그맨,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
개그맨,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
개그맨,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
리포터,연극영화학과,공통과목,"음악, 윤리"
리포터,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
리포터,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
리포터,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
리포터,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
무대감독,연극영화학과,공통과목,"음악, 윤리"
무대감독,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
무대감독,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
무대감독,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
무대감독,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
방송연출가,연극영화학과,공통과목,"음악, 윤리"
방송연출가,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
방송연출가,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
방송연출가,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
방송연출가,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
성우,연극영화학과,공통과목,"음악, 윤리"
성우,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
성우,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
성우,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
성우,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
쇼핑호스트,연극영화학과,공통과목,"음악, 윤리"
쇼핑호스트,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
쇼핑호스트,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
쇼핑호스트,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
쇼핑호스트,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
스턴트맨,연극영화학과,공통과목,"음악, 윤리"
스턴트맨,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
스턴트맨,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
스턴트맨,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
스턴트맨,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
아나운서,연극영화학과,공통과목,"음악, 윤리"
아나운서,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
아나운서,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
아나운서,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
아나운서,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
연극연출가,연극영화학과,공통과목,"음악, 윤리"
연극연출가,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
연극연출가,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
연극연출가,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
연극연출가,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
연예인매니저,연극영화학과,공통과목,"음악, 윤리"
연예인매니저,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
연예인매니저,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
연예인매니저,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
연예인매니저,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
영사기사,연극영화학과,공통과목,"음악, 윤리"
영사기사,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
영사기사,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
영사기사,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
영사기사,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
영화감독,연극영화학과,공통과목,"음악, 윤리"
영화감독,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
영화감독,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
영화감독,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
영화감독,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
영화기획자,연극영화학과,공통과목,"음악, 윤리"
영화기획자,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
영화기획자,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
영화기획자,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
영화기획자,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
조명기사,연극영화학과,공통과목,"음악, 윤리"
조명기사,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
조명기사,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
조명기사,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
조명기사,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
촬영기사,연극영화학과,공통과목,"음악, 윤리"
촬영기사,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
촬영기사,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
촬영기사,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
촬영기사,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
캐스팅디렉터,연극영화학과,공통과목,"음악, 윤리"
캐스팅디렉터,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
캐스팅디렉터,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
캐스팅디렉터,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
캐스팅디렉터,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
파티플래너,연극영화학과,공통과목,"음악, 윤리"
파티플래너,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
파티플래너,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
파티플래너,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
파티플래너,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
평론가,연극영화학과,공통과목,"음악, 윤리"
평론가,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
평론가,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
평론가,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
평론가,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
행사기획자,연극영화학과,공통과목,"음악, 윤리"
행사기획자,연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
행사기획자,연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
행사기획자,연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
행사기획자,연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
건물도장원,건축공학과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
건물도장원,건축공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
건물도장원,건축공학과,진로선택과목,"실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
건물도장원,건축공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 생태와 환경, 과학과제 연구, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구"
건물도장원,건축공학과,전문교과Ⅱ,"공업 일반, 건축 일반, 건축 도면 해석과 제도, 프로그래밍"
건설견적원,건축공학과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
건설견적원,건축공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
건설견적원,건축공학과,진로선택과목,"실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
건설견적원,건축공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 생태와 환경, 과학과제 연구, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구"
건설견적원,건축공학과,전문교과Ⅱ,"공업 일반, 건축 일반, 건축 도면 해석과 제도, 프로그래밍"
건설공사품질관리원,건축공학과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
건설공사품질관리원,건축공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
건설공사품질관리원,건축공학과,진로선택과목,"실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
건설공사품질관리원,건축공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 생태와 환경, 과학과제 연구, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구"
건설공사품질관리원,건축공학과,전문교과Ⅱ,"공업 일반, 건축 일반, 건축 도면 해석과 제도, 프로그래밍"
건축공학기술자,건축공학과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
건축공학기술자,건축공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
건축공학기술자,건축공학과,진로선택과목,"실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
건축공학기술자,건축공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 생태와 환경, 과학과제 연구, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구"
건축공학기술자,건축공학과,전문교과Ⅱ,"공업 일반, 건축 일반, 건축 도면 해석과 제도, 프로그래밍"
건축사,건축공학과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
건축사,건축공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
건축사,건축공학과,진로선택과목,"실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
건축사,건축공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 생태와 환경, 과학과제 연구, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구"
건축사,건축공학과,전문교과Ⅱ,"공업 일반, 건축 일반, 건축 도면 해석과 제도, 프로그래밍"
단열원,건축공학과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
단열원,건축공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
